what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1424555796187
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1424555796189
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1424555796213
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1424555796258
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1424555796271
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1424555796381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555796984
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1424555797616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555799890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555801255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555806208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555809924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424555842139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558150502
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1424558156698
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1424558156816
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1424558156885
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1424558156946
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1424558158068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558158695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558209609
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1424558209782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558212206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558220002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424558225543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424560392524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424560393848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424560394037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424560410766
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1424560410984
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1424560411413
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1424560411661
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1424560411664
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1424560411665
